id;Borough;ZIP.CODE;LATITUDE;LONGITUDE;LOCATION;ON.STREET.NAME;CROSS.STREET.NAME;OFF.STREET.NAME;Persons injured;Persons killed;Pedestrians injured;Pedestrians killed;Cyclist injured;Cyclist killed;Motorist injured;Motorist killed;CONTRIBUTING.FACTOR.VEHICLE.1;CONTRIBUTING.FACTOR.VEHICLE.2;CONTRIBUTING.FACTOR.VEHICLE.3;CONTRIBUTING.FACTOR.VEHICLE.4;CONTRIBUTING.FACTOR.VEHICLE.5;UNIQUE.KEY;Vehicle type1;Vehicle type2;Vehicle type3;Vehicle type4;Vehicle type5;datetime;location2;Number accidents
16298;BROOKLYN;11213;40.666878600000004;-73.94521280000001;(40.6668786, -73.9452128);brooklyn avenue;carroll street;                                        ;1;0;1;0;0;0;0;0;Unspecified;;;;;3457039;PASSENGER VEHICLE;;;;;2016-06-06 10:23:00;40.6668786 -73.9452128;1
5247;BROOKLYN;11236;40.64775;-73.906594;(40.64775, -73.906594);east 96th street;foster avenue;                                        ;1;0;0;0;0;0;1;0;Unspecified;Unspecified;;;;3467751;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-24 17:07:00;40.64775 -73.906594;1
5787;QUEENS;11414;40.6625242;-73.84070229999999;(40.6625242, -73.8407023);cross bay boulevard;157th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3466977;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-23 13:00:00;40.6625242 -73.8407023;1
10196;BROOKLYN;11208;40.6793614;-73.8797404;(40.6793614, -73.8797404);atlantic avenue;hale avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3464520;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-17 19:30:00;40.6793614 -73.8797404;1
14697;QUEENS;11372;40.7491443;-73.86964240000002;(40.7491443, -73.8696424);;;95-57 ROOSEVELT AVENUE                  ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3459646;PASSENGER VEHICLE;MOTORCYCLE;;;;2016-06-09 21:30:00;40.7491443 -73.8696424;1
9007;STATEN ISLAND;10314;40.6114287;-74.1168345;(40.6114287, -74.1168345);slosson avenue;reon avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3464877;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-19 09:45:00;40.6114287 -74.1168345;1
16522;QUEENS;11372;40.7547904;-73.8880827;(40.7547904, -73.8880827);;;33-16 79 STREET                         ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3458168;PASSENGER VEHICLE;SMALL COM VEH(4 TIRES) ;;;;2016-06-06 15:00:00;40.7547904 -73.8880827;1
16957;MANHATTAN;10002;40.7231369;-73.9893032;(40.7231369, -73.9893032);;;151 EAST HOUSTON STREET                 ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3455650;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-06 08:48:00;40.7231369 -73.9893032;1
18735;STATEN ISLAND;10312;40.55311079999999;-74.1917619;(40.5531108, -74.1917619);;;260 ARDEN AVENUE                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3455235;PASSENGER VEHICLE;;;;;2016-06-03 08:30:00;40.5531108 -74.1917619;1
17615;BRONX;10460;40.835064200000005;-73.88389670000001;(40.8350642, -73.8838967);;;1711 BOONE AVENUE                       ;2;0;1;0;0;0;1;0;Unspecified;Unspecified;Unspecified;Unspecified;;3455352;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;;2016-06-04 13:35:00;40.8350642 -73.8838967;1
19951;MANHATTAN;10005;40.7035725;-74.00803559999999;(40.7035725, -74.0080356);;;32 OLD SLIP                             ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3452830;PASSENGER VEHICLE;;;;;2016-06-01 18:47:00;40.7035725 -74.0080356;1
18537;BROOKLYN;11223;40.5959869;-73.98221190000001;(40.5959869, -73.9822119);avenue u;west 11th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3457786;PASSENGER VEHICLE;;;;;2016-06-03 20:00:00;40.5959869 -73.9822119;1
1753;MANHATTAN;10040;40.857982299999996;-73.92723690000001;(40.8579823, -73.9272369);;;17 FORT GEORGE HILL                     ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;Unspecified;;;3471273;PASSENGER VEHICLE;PASSENGER VEHICLE;OTHER;;;2016-06-29 15:00:00;40.8579823 -73.9272369;1
6287;MANHATTAN;10017;40.750766;-73.97444329999999;(40.750766, -73.9744433);3rd avenue;east 42nd street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3467142;PASSENGER VEHICLE;;;;;2016-06-23 09:45:00;40.750766 -73.9744433;1
10572;BROOKLYN;11213;40.669554600000005;-73.9449618;(40.6695546, -73.9449618);eastern parkway;brooklyn avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3462902;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-16 12:45:00;40.6695546 -73.9449618;1
20039;QUEENS;11421;40.6847527;-73.860765;(40.6847527, -73.860765);rockaway boulevard;atlantic avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3453827;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-01 21:30:00;40.6847527 -73.860765;1
3297;BROOKLYN;11206;40.69698629999999;-73.9352238;(40.6969863, -73.9352238);myrtle avenue;broadway;                                        ;1;0;1;0;0;0;0;0;Unspecified;;;;;3482427;PASSENGER VEHICLE;;;;;2016-06-27 18:20:00;40.6969863 -73.9352238;1
5311;BROOKLYN;11217;40.6799525;-73.9813242;(40.6799525, -73.9813242);4th avenue;butler street;                                        ;1;0;0;0;1;0;0;0;Unspecified;Unspecified;;;;3469046;PASSENGER VEHICLE;BICYCLE;;;;2016-06-24 18:00:00;40.6799525 -73.9813242;1
7369;BRONX;10466;40.9001347;-73.8586282;(40.9001347, -73.8586282);bullard avenue;nereid avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3465771;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-21 16:50:00;40.9001347 -73.8586282;1
17973;BROOKLYN;11207;40.677359499999994;-73.88686070000001;(40.6773595, -73.8868607);atlantic avenue;warwick street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3456252;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-04 22:30:00;40.6773595 -73.8868607;1
11063;BROOKLYN;11230;40.630592;-73.9755052;(40.630592, -73.9755052);webster avenue;seton place;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3462156;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-16 08:00:00;40.630592 -73.9755052;1
1763;BRONX;10474;40.8122164;-73.88588370000001;(40.8122164, -73.8858837);faile street;randall avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3472684;VAN;;;;;2016-06-29 15:10:00;40.8122164 -73.8858837;1
19677;MANHATTAN;10065;40.7661414;-73.9716468;(40.7661414, -73.9716468);east 62nd street;5th avenue;                                        ;1;0;0;0;0;0;1;0;Unspecified;Unspecified;Unspecified;;;3454360;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;;;2016-06-01 14:11:00;40.7661414 -73.9716468;1
16091;MANHATTAN;10023;40.773032799999996;-73.9821971;(40.7730328, -73.9821971);broadway;west 65th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3457561;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-07 23:00:00;40.7730328 -73.9821971;1
18260;QUEENS;11372;40.753159499999995;-73.8904063;(40.7531595, -73.8904063);;;76-10 34 AVENUE                         ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3455206;PASSENGER VEHICLE;OTHER;;;;2016-06-03 14:00:00;40.7531595 -73.8904063;1
9413;BRONX;10467;40.86967429999999;-73.8656278;(40.8696743, -73.8656278);;;740 ADEE AVENUE                         ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3464307;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-18 19:00:00;40.8696743 -73.8656278;1
15231;QUEENS;11004;40.748020600000004;-73.7053709;(40.7480206, -73.7053709);267th street;79th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3458758;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-08 17:26:00;40.7480206 -73.7053709;1
19295;MANHATTAN;10010;40.7388307;-73.9831481;(40.7388307, -73.9831481);3rd avenue;east 23rd street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3454318;SMALL COM VEH(4 TIRES) ;PASSENGER VEHICLE;;;;2016-06-02 21:55:00;40.7388307 -73.9831481;1
11043;BROOKLYN;11208;40.677801;-73.8733006;(40.677801, -73.8733006);doscher street;liberty avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3462890;OTHER;PASSENGER VEHICLE;;;;2016-06-16 07:23:00;40.677801 -73.8733006;1
7296;QUEENS;11691;40.606955799999994;-73.74352409999999;(40.6069558, -73.7435241);empire avenue;virginia street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3466105;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-21 15:20:00;40.6069558 -73.7435241;1
12884;STATEN ISLAND;10306;40.5643098;-74.1101405;(40.5643098, -74.1101405);ebbitts avenue;mill road;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3461785;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-12 18:00:00;40.5643098 -74.1101405;1
18307;QUEENS;11355;40.7612994;-73.8095122;(40.7612994, -73.8095122);156th street;sanford avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;Unspecified;;;3455133;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;;;2016-06-03 15:00:00;40.7612994 -73.8095122;1
4687;BROOKLYN;11236;40.640239;-73.9194608;(40.640239, -73.9194608);foster avenue;ralph avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3468954;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-25 22:00:00;40.640239 -73.9194608;1
18870;MANHATTAN;10012;40.725846399999995;-73.9944656;(40.7258464, -73.9944656);mulberry street;bleecker street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3466455;OTHER;PICK-UP TRUCK;;;;2016-06-02 11:21:00;40.7258464 -73.9944656;1
3117;BROOKLYN;11212;40.668272200000004;-73.9026252;(40.6682722, -73.9026252);sutter avenue;junius street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;Unspecified;;;3470693;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-27 15:00:00;40.6682722 -73.9026252;1
13019;QUEENS;11358;40.7578241;-73.7903155;(40.7578241, -73.7903155);191st street;northern boulevard;                                        ;1;0;0;0;1;0;0;0;Unspecified;Unspecified;;;;3466256;PASSENGER VEHICLE;BICYCLE;;;;2016-06-12 22:23:00;40.7578241 -73.7903155;1
6896;BROOKLYN;11211;40.714456799999994;-73.93528979999999;(40.7144568, -73.9352898);morgan avenue;metropolitan avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3466883;PASSENGER VEHICLE;BICYCLE;;;;2016-06-22 23:30:00;40.7144568 -73.9352898;1
13040;MANHATTAN;10036;40.759164399999996;-73.98839129999999;(40.7591644, -73.9883913);west 45th street;8th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3460178;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-12 23:00:00;40.7591644 -73.9883913;1
11425;BRONX;10467;40.881177;-73.88299520000001;(40.881177, -73.8829952);;;3408 JEROME AVENUE                      ;1;0;1;0;0;0;0;0;Unspecified;;;;;3462065;PASSENGER VEHICLE;;;;;2016-06-15 16:35:00;40.881177 -73.8829952;1
14712;BRONX;10454;40.8026684;-73.91560890000001;(40.8026684, -73.9156089);bruckner boulevard;east 134th street;                                        ;1;0;0;0;1;0;0;0;Unspecified;Unspecified;;;;3459141;PASSENGER VEHICLE;BICYCLE;;;;2016-06-09 22:30:00;40.8026684 -73.9156089;1
17739;QUEENS;11691;40.606381799999994;-73.75470870000001;(40.6063818, -73.7547087);beach channel drive;dix avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3456434;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-04 16:14:00;40.6063818 -73.7547087;1
14659;BRONX;10463;40.87711710000001;-73.90317280000001;(40.8771171, -73.9031728);;;3036 BAILEY AVENUE                      ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3459218;PASSENGER VEHICLE;;;;;2016-06-09 19:50:00;40.8771171 -73.9031728;1
17981;QUEENS;11412;40.6927685;-73.7508064;(40.6927685, -73.7508064);;;118-49 201 STREET                       ;1;0;1;0;0;0;0;0;Unspecified;;;;;3455588;PASSENGER VEHICLE;;;;;2016-06-04 22:50:00;40.6927685 -73.7508064;1
10117;QUEENS;11419;40.6875929;-73.8206483;(40.6875929, -73.8206483);;;123-10 LIBERTY AVENUE                   ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3463339;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-17 17:50:00;40.6875929 -73.8206483;1
2729;BROOKLYN;11216;40.6803904;-73.949557;(40.6803904, -73.949557);fulton street;nostrand avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;;;;;3470808;PASSENGER VEHICLE;;;;;2016-06-28 22:35:00;40.6803904 -73.949557;1
14010;MANHATTAN;10016;40.7470784;-73.9813415;(40.7470784, -73.9813415);east 34th street;park avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3459027;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-10 01:50:00;40.7470784 -73.9813415;1
11868;MANHATTAN;10019;40.7611268;-73.98693990000001;(40.7611268, -73.9869399);;;790 8 AVENUE                            ;1;0;1;0;0;0;0;0;Unspecified;;;;;3461901;SMALL COM VEH(4 TIRES) ;;;;;2016-06-14 13:00:00;40.7611268 -73.9869399;1
15234;BROOKLYN;11226;40.646629299999994;-73.95565090000001;(40.6466293, -73.9556509);tilden avenue;bedford avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3459310;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-08 17:30:00;40.6466293 -73.9556509;1
14013;QUEENS;11372;40.749475399999994;-73.88682490000001;(40.7494754, -73.8868249);;;79-20 37 AVENUE                         ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3460030;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-10 20:00:00;40.7494754 -73.8868249;1
14001;QUEENS;11369;40.7703133;-73.8760236;(40.7703133, -73.8760236);ditmars boulevard;94th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3460029;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-10 19:50:00;40.7703133 -73.8760236;1
2450;BROOKLYN;11209;40.6125076;-74.0313782;(40.6125076, -74.0313782);fort hamilton parkway;99th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3470654;OTHER;PASSENGER VEHICLE;;;;2016-06-28 14:56:00;40.6125076 -74.0313782;1
10086;BROOKLYN;11207;40.662960999999996;-73.8875051;(40.662961, -73.8875051);;;675 VAN SICLEN AVENUE                   ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3463758;PASSENGER VEHICLE;;;;;2016-06-17 17:15:00;40.662961 -73.8875051;1
16199;QUEENS;11103;40.763892999999996;-73.91499379999999;(40.763893, -73.9149938);30th avenue;steinway street;                                        ;1;0;1;0;0;0;0;0;Unspecified;;;;;3458161;PASSENGER VEHICLE;;;;;2016-06-07 08:30:00;40.763893 -73.9149938;1
18516;MANHATTAN;10017;40.7542505;-73.96897729999999;(40.7542505, -73.9689773);2nd avenue;east 49th street;                                        ;1;0;1;0;0;0;0;0;Unspecified;;;;;3462591;VAN;;;;;2016-06-03 19:22:00;40.7542505 -73.9689773;1
11258;QUEENS;11378;40.7237879;-73.8993765;(40.7237879, -73.8993765);;;65-46 GRAND AVENUE                      ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3462311;PASSENGER VEHICLE;SMALL COM VEH(4 TIRES) ;;;;2016-06-15 13:20:00;40.7237879 -73.8993765;1
8190;BROOKLYN;11215;40.6661366;-73.99223559999999;(40.6661366, -73.9922356);4th avenue;16th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3465138;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-20 19:20:00;40.6661366 -73.9922356;1
18799;MANHATTAN;10027;40.8090701;-73.94453940000001;(40.8090701, -73.9445394);west 127th street;lenox avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3455829;PASSENGER VEHICLE;;;;;2016-06-03 09:41:00;40.8090701 -73.9445394;1
17702;QUEENS;11419;40.6847487;-73.8311195;(40.6847487, -73.8311195);liberty avenue;111th street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3455520;;;;;;2016-06-04 15:26:00;40.6847487 -73.8311195;1
20141;QUEENS;11426;40.7269456;-73.712716;(40.7269456, -73.712716);;;251-37 JAMAICA AVENUE                   ;0;0;0;0;0;0;0;0;Unspecified;;;;;3453918;SMALL COM VEH(4 TIRES) ;;;;;2016-06-01 07:45:00;40.7269456 -73.712716;1
15745;BRONX;10458;40.8584174;-73.8851356;(40.8584174, -73.8851356);east fordham road;arthur avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3457716;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-07 14:00:00;40.8584174 -73.8851356;1
2085;QUEENS;11436;40.674070799999996;-73.7982648;(40.6740708, -73.7982648);;;142-02 ROCKAWAY BOULEVARD               ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3471810;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-29 23:09:00;40.6740708 -73.7982648;1
19106;BROOKLYN;11218;40.6316048;-73.975368;(40.6316048, -73.975368);;;4210 18 AVENUE                          ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3456190;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-02 16:55:00;40.6316048 -73.975368;1
9168;QUEENS;11434;40.656160299999996;-73.7673526;(40.6561603, -73.7673526);brewer boulevard;rockaway boulevard;                                        ;5;0;0;0;0;0;5;0;Unspecified;Unspecified;Unspecified;Unspecified;;3463331;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;;2016-06-18 13:30:00;40.6561603 -73.7673526;1
5668;QUEENS;11433;40.6977589;-73.783519;(40.6977589, -73.783519);171 place;109th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3466917;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-23 00:05:00;40.6977589 -73.783519;1
8451;STATEN ISLAND;10312;40.5268604;-74.19113979999999;(40.5268604, -74.1911398);eylandt street;luten avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3464924;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-20 09:55:00;40.5268604 -74.1911398;1
10922;MANHATTAN;10036;40.758266600000006;-73.9854677;(40.7582666, -73.9854677);;;1535 BROADWAY                           ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3465582;PASSENGER VEHICLE;;;;;2016-06-16 21:00:00;40.7582666 -73.9854677;1
8293;BROOKLYN;11226;40.6506684;-73.95246970000001;(40.6506684, -73.9524697);church avenue;rogers avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3471442;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-20 23:45:00;40.6506684 -73.9524697;1
6523;BROOKLYN;11223;40.602121600000004;-73.9695774;(40.6021216, -73.9695774);east 3rd street;avenue s;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3468146;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-22 14:50:00;40.6021216 -73.9695774;1
18143;BROOKLYN;11211;40.7145932;-73.9387562;(40.7145932, -73.9387562);metropolitan avenue;olive street;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3455471;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-03 10:30:00;40.7145932 -73.9387562;1
9654;QUEENS;11004;40.7370802;-73.713109;(40.7370802, -73.713109);;;83-46 255 STREET                        ;1;0;0;0;0;0;1;0;Unspecified;Unspecified;Unspecified;;;3463319;PASSENGER VEHICLE;PASSENGER VEHICLE;PASSENGER VEHICLE;;;2016-06-18 08:15:00;40.7370802 -73.713109;1
3086;BRONX;10466;40.8917315;-73.8384712;(40.8917315, -73.8384712);;;4011 MONTICELLO AVENUE                  ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3471350;PASSENGER VEHICLE;PASSENGER VEHICLE;;;;2016-06-27 14:30:00;40.8917315 -73.8384712;1
18234;BROOKLYN;11207;40.6771499;-73.9039534;(40.6771499, -73.9039534);;;1495      HERKIMER STREET               ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3552958;;;;;;2016-06-03 13:06:00;40.6771499 -73.9039534;1
4283;BROOKLYN;11219;40.623323600000006;-73.9971218;(40.6233236, -73.9971218);65th street;15th avenue;                                        ;0;0;0;0;0;0;0;0;Unspecified;Unspecified;;;;3468882;MOTORCYCLE;;;;;2016-06-25 12:15:00;40.6233236 -73.9971218;1
